Age,Potential,Special,International_Reputation,Weak_Foot,Skill_Moves,Weight,Best_Overall_Rating,PAC,SHO,PAS,DRI,DEF,PHY,Preferred_Foot_Right,Overall
0.5384615384615384,0.925,0.9807824296499656,1.0,0.75,0.75,0.7079024390243903,0.8846153846153846,0.7972027972027972,0.9593147751605997,0.8197115384615384,0.8531855955678671,0.40270270270270275,0.8702928870292888,1.0,92
0.5,0.775,0.9567604667124228,0.5,0.5,0.5,0.5309268292682926,0.8076923076923077,0.7342657342657343,0.8308351177730194,0.7644230769230769,0.8033240997229918,0.8513513513513514,0.895397489539749,1.0,86
0.38461538461538464,0.7,0.9437199725463281,0.5,0.5,0.5,0.3361951219512194,0.75,0.8321678321678322,0.8586723768736617,0.78125,0.7811634349030473,0.7999999999999999,0.799163179916318,1.0,82
0.34615384615384615,0.8,0.940974605353466,0.75,0.75,0.5,0.5131707317073171,0.7692307692307693,0.8111888111888111,0.7922912205567453,0.8341346153846154,0.7479224376731304,0.8567567567567568,0.7824267782426778,0.0,85
0.3076923076923077,0.925,0.9402882635552505,0.75,0.75,1.0,0.6636097560975609,0.8269230769230769,0.7132867132867133,0.8672376873661671,0.8942307692307692,0.7617728531855956,0.7162162162162163,0.9414225941422594,1.0,88
0.4230769230769231,0.825,0.9389155799588195,0.75,0.5,0.75,0.6105365853658535,0.8653846153846154,0.958041958041958,0.9122055674518201,0.875,0.7590027700831025,0.5972972972972973,0.7782426778242678,0.0,88
0.5384615384615384,0.775,0.9341111873713109,0.75,0.75,0.5,0.48663414634146346,0.8076923076923077,0.5174825174825175,0.8650963597430407,0.7884615384615384,0.7562326869806095,0.9081081081081079,0.9330543933054394,1.0,86
0.38461538461538464,0.925,0.9210706932052162,0.75,1.0,0.75,0.3539512195121952,0.8846153846153846,0.7202797202797203,0.9014989293361886,0.9447115384615383,0.8365650969529087,0.48918918918918924,0.7489539748953975,1.0,91
0.46153846153846156,0.8,0.9190116678105696,0.5,0.5,0.5,0.3539512195121952,0.8269230769230769,0.9440559440559441,0.676659528907923,0.7596153846153846,0.7922437673130194,0.8729729729729729,0.7782426778242678,0.0,87
0.5769230769230769,0.65,0.9190116678105696,0.25,0.5,0.25,0.6460487804878049,0.75,0.6713286713286714,0.7665952890792292,0.8533653846153846,0.6537396121883657,0.8594594594594595,0.8744769874476988,0.0,81
0.5769230769230769,0.85,0.9190116678105696,0.75,0.75,0.75,0.31843902439024385,0.8461538461538461,0.6643356643356644,0.8029978586723769,0.8725961538461537,0.9030470914127424,0.7297297297297298,0.6234309623430963,1.0,89
0.6153846153846154,0.975,0.9169526424159231,1.0,0.75,1.0,0.6460487804878049,0.9615384615384616,0.9020979020979021,0.9935760171306209,0.8413461538461539,0.8753462603878116,0.30000000000000004,0.8786610878661087,1.0,94
0.46153846153846156,0.7,0.9155799588194921,0.5,0.5,0.5,0.6105365853658535,0.75,0.7062937062937062,0.8201284796573876,0.7163461538461539,0.7008310249307479,0.8324324324324325,0.9246861924686193,1.0,83
0.5,0.8,0.9073438572409059,0.75,0.75,0.75,0.584,0.8076923076923077,0.7482517482517482,0.6852248394004282,0.8004807692307692,0.8144044321329641,0.8783783783783784,0.8326359832635983,0.0,87
0.4230769230769231,0.7,0.905971173644475,0.5,0.75,0.5,0.3892682926829267,0.7884615384615384,0.6643356643356644,0.7644539614561028,0.7932692307692306,0.8005540166204986,0.8108108108108109,0.7824267782426778,1.0,83
0.38461538461538464,0.8,0.9025394646533974,0.5,0.5,0.5,0.584,0.8076923076923077,0.8461538461538461,0.6873661670235547,0.7403846153846154,0.7700831024930749,0.8702702702702704,0.895397489539749,0.0,86
0.5,0.725,0.9011667810569663,0.5,0.25,0.75,0.7434146341463413,0.7692307692307693,0.7062937062937062,0.7451820128479658,0.7067307692307692,0.8282548476454294,0.7945945945945947,0.8493723849372385,0.0,84
0.6923076923076923,0.7,0.9004804392587509,0.75,0.5,0.5,0.3539512195121952,0.7307692307692307,0.7762237762237763,0.7558886509635974,0.8125,0.7977839335180057,0.8162162162162162,0.7071129707112971,1.0,83
0.4230769230769231,0.675,0.8984214138641043,0.5,0.5,0.75,0.48663414634146346,0.7692307692307693,0.7342657342657343,0.8137044967880086,0.8341346153846154,0.772853185595568,0.7027027027027029,0.698744769874477,1.0,82
0.23076923076923078,0.85,0.8970487302676733,0.25,0.5,0.5,0.5486829268292681,0.75,0.6643356643356644,0.7751605995717344,0.7572115384615383,0.698060941828255,0.8027027027027027,0.891213389121339,1.0,82
0.6153846153846154,0.75,0.8949897048730268,0.5,0.75,0.5,0.3361951219512194,0.7884615384615384,0.6573426573426573,0.7516059957173448,0.7524038461538461,0.7423822714681441,0.8324324324324325,0.8661087866108786,1.0,85
0.5384615384615384,0.75,0.8936170212765957,0.5,0.25,0.25,0.48663414634146346,0.7884615384615384,0.7482517482517482,0.7023554603854391,0.7019230769230769,0.7590027700831025,0.8648648648648649,0.9288702928870293,0.0,85
0.46153846153846156,0.825,0.8936170212765957,0.75,0.5,0.75,0.23882926829268294,0.8269230769230769,0.8461538461538461,0.8800856531049251,0.8052884615384616,0.8808864265927979,0.3972972972972973,0.8493723849372385,1.0,88
0.5,0.6,0.8929306794783802,0.25,0.75,0.5,0.3717073170731708,0.7115384615384616,0.7272727272727273,0.7815845824411135,0.8437499999999999,0.775623268698061,0.6702702702702703,0.7531380753138075,1.0,79
0.5384615384615384,0.675,0.8929306794783802,0.5,0.75,0.5,0.2122926829268293,0.7307692307692307,0.6083916083916084,0.7837259100642399,0.8341346153846154,0.7645429362880888,0.7243243243243244,0.7573221757322176,1.0,82
0.5769230769230769,0.7,0.8922443376801648,0.25,0.25,0.5,0.6460487804878049,0.7884615384615384,0.8671328671328671,0.6959314775160601,0.7259615384615385,0.7700831024930749,0.818918918918919,0.8661087866108786,1.0,83
0.4230769230769231,0.775,0.8908716540837337,0.5,0.75,0.75,0.43356097560975615,0.8076923076923077,0.6783216783216783,0.7644539614561028,0.9182692307692307,0.8033240997229918,0.7189189189189189,0.6485355648535565,1.0,86
0.4230769230769231,0.875,0.8901853122855182,0.75,1.0,0.5,0.5131707317073171,0.8653846153846154,0.5594405594405595,0.8629550321199144,0.9326923076923076,0.7562326869806095,0.7324324324324324,0.5146443514644351,1.0,90
0.38461538461538464,0.85,0.8901853122855182,0.5,0.5,1.0,0.3892682926829267,0.8461538461538461,0.6643356643356644,0.835117773019272,0.875,0.8698060941828255,0.6270270270270271,0.6108786610878661,1.0,88
0.5384615384615384,0.65,0.8894989704873026,0.5,0.75,0.75,0.7079024390243903,0.7115384615384616,0.6083916083916084,0.822269807280514,0.7836538461538461,0.7146814404432135,0.7675675675675676,0.803347280334728,1.0,81
0.6153846153846154,0.625,0.8888126286890872,0.5,0.5,0.5,0.3892682926829267,0.7115384615384616,0.6083916083916084,0.7708779443254818,0.814903846153846,0.7451523545706372,0.827027027027027,0.694560669456067,0.0,80
0.5,0.8,0.8867536032944406,0.5,1.0,0.5,0.566439024390244,0.8269230769230769,0.6713286713286714,0.84796573875803,0.8389423076923076,0.7645429362880888,0.7000000000000001,0.6736401673640168,1.0,87
0.3076923076923077,0.7,0.8867536032944406,0.5,0.5,0.5,0.5309268292682926,0.7115384615384616,0.6993006993006993,0.7344753747323342,0.8341346153846154,0.6897506925207758,0.8054054054054054,0.7405857740585774,0.0,80
0.23076923076923078,0.8,0.8853809196980096,0.25,0.75,0.75,0.4513170731707317,0.7307692307692307,0.7062937062937062,0.7623126338329764,0.8052884615384616,0.7146814404432135,0.7675675675675676,0.7698744769874477,1.0,81
0.4230769230769231,0.725,0.8840082361015786,0.5,0.25,0.25,0.3892682926829267,0.7884615384615384,0.9020979020979021,0.657387580299786,0.7307692307692307,0.6731301939058173,0.8594594594594595,0.8870292887029289,1.0,84
0.34615384615384615,0.675,0.883321894303363,0.25,0.75,0.25,0.2919024390243902,0.75,0.7552447552447552,0.7066381156316917,0.8389423076923076,0.775623268698061,0.7351351351351351,0.7531380753138075,1.0,82
0.5769230769230769,0.725,0.883321894303363,0.5,0.75,0.75,0.46907317073170723,0.7692307692307693,0.7342657342657343,0.7794432548179873,0.8389423076923076,0.7811634349030473,0.772972972972973,0.7322175732217573,1.0,84
0.23076923076923078,0.825,0.8826355525051476,0.5,0.75,0.5,0.3892682926829267,0.7692307692307693,0.6643356643356644,0.657387580299786,0.814903846153846,0.7867036011080333,0.827027027027027,0.7656903765690377,1.0,84
0.19230769230769232,0.85,0.8826355525051476,0.5,0.25,0.5,0.159219512195122,0.7692307692307693,0.8321678321678322,0.7922912205567453,0.8389423076923076,0.8005540166204986,0.6027027027027028,0.6820083682008368,0.0,83
0.46153846153846156,0.6,0.8826355525051476,0.25,0.5,0.75,0.48663414634146346,0.7115384615384616,0.7832167832167832,0.7516059957173448,0.7620192307692308,0.7645429362880888,0.7999999999999999,0.8200836820083682,0.0,79
